raw_reviews,vader_score,vader_label
"premium user for years. Spotify has always been my fav music & pod app but I'm thinking about switching. Never used to have any issues, 2 yrs ago I switched to iPhone for the first time - still no problems. Switched back to Samsung a few months ago, the app is almost impossible to use. You can almost never see 'now playing' to control your show or music. It randomly pauses your podcast for no reason. & It marks podcasts as played after 1 sec so you can't sort by unplayed. Also a million pop ups.",0.5104,positive
"This app disconnects from the internet regularly for no reason. Can't set daughter's lullabies to ignore so guess what my most played songs and recommendations are? This app isn't cheap, I expect it to be far better.",0.2247,positive
There is no search option for song.,-0.296,negative
Best pod cast and music,0.6369,positive
It will open but I'm stuck at the sign in it won't do anything except show the logo,-0.3612,negative
"Best option for music. Everything you can think of is on Spotify. They give you recommendations, make mixes and give concert info.",0.6369,positive
"Music and podcasts keep pausing for no reason. Also the playbar for whatever is playing (when it does decide to play) is mysteriously absent from the bottom of the app UI, and also absent from the pull down notification bar on my phone.",0.25,positive
The quantity of different types of music is fantastic although they quality can be poor at times,0.128,positive
I am very impressed that when many of us requested the play selection feature be reinstated it actually was. I would provide a five-star rating but no one is perfect.,0.7308,positive
This is the best music app ever. This is the one to rule them all. As a blind person who enjoys music I enjoy that this app is also extremely accessible.,0.8402,positive
Spotify is great! I love the idea of following up great music and podcasts.,0.9286,positive
I really like this app. But it's been acting up lately,0.2255,positive
The app won't show the playlist I want to listen too whether that's a podcast or not the app says there is nothing in it or it will continually loud for hours never ending. Note this has been happening to me for months,0.0772,positive
"Best music app BUT it crashes way too often and has some bugs, like play delays. Even on a brand new device with 8GB RAM. Please try optimize this.",0.9451,positive
"I have trouble because I consider it a challenge to navigate without the ""help"" site! Otherwise I enjoy it !",-0.2598,negative
"Too many ads. It says ad free for 30 min, but the ads continue after 3 songs.",0.2846,positive
"Since the last update, my Spotify has been pausing frequently. It's very frustrating and makes my subscription a waste of money. Please fix it.",-0.5709,negative
Best app I just love the app really very nice app 😊😊 seriously love it,0.9809,positive
The best music selection and it's very easy to use,0.8122,positive
Apple music is worse. But better.,0.4215,positive
"I love having MY music at my fingertips! I don't like when Spotify decides to add music to my playlists though. I know you can turn that feature off but it does it on its own sometimes. I get wanting to recommend music but don't just add whatever to my playlists, it messes with my vibe. 😉 Other than that this is a great app!! Thank you!",0.9465,positive
Crashed & support doesn't give a damn. After contacting they gave up because every trouble shoot option they have DOES NO DIFFERENCE.,-0.4723,negative
Their Is so many amazing song an gonras that it so hard to pick 1 but thanks to Spotify I don't have to only pick 1 I can pick 5 and Spotify finds them and gives them to me,0.7146,positive
I had a best experience with this app but as time goes it doesn't play my playlists anymore,0.0119,neutral
"This app is way to buggy for how big the company is and how long it's existed. Long load times, buttons fail to do anything. Continually having to speak to tech support. Avoid",-0.4588,negative
It lower the volume to the point very difficult to hear over the car radio very disappointing.,-0.8169,negative
"I use this app for podcasts mostly, but it keeps stopping on its own and part where I can pause and rewind is not even coming up, to pause I have to close the app. When it works, it is a good app.",0.4497,positive
So many songs there have only been a small handful I can't find or a certain version. Sometimes a song is taken off which sukc cause it was the only on there. Up to 1561 songs and still climbing. Love it,0.743,positive
I love this app and I'm freaking out because I accidentally logged myself out of my account and when I went back on the app it just have spotify symbol in middle of screen and doesn't do anything... Ive uninstalledthe app 2 times and still nothing..,0,neutral
"The app works really well but i hope you change the Romanised lyrics of tamil into original. The Romanised lyrics of tamil has alot spelling mistakes , so hope you change that into original",0.9097,positive
"adds were never there and It should have stayed that way instead of chasing after sponsors and money they should stick with what they have bc all there doing is losing users. Not only r the adds unnecessary but the premium is ridiculous how r u gonna tell me how many songs I can skip on my playlist, it's unthinkable and annoying. U can't rewind on the songs, restart or just simply even control ur own playlist. My point is they could most definitely upgrade the app and make it more user friendly",0.2748,positive
"Rn I am unable to pause, skip & play music in my spotify playlist. I usually had that bar that allows you to pause, play & skip to the next song when you minimize the spotify app to have music play in the background but its not there anymore. If I play a song from my playlist the next song in that playlist does not play for some reason. Or if I want to pause a song that is playing I'd have to close the app entirely. I have this problem whether I use my earbuds or not. I've never had this problem",-0.473,negative
"Just to listen to a couple of short ads, I get to listen to, what is arguably, the greatest Live Album ever: The Allman Brothers Live at the Fillmore East. It just doesn't get any better.",0.2008,positive
Please put an option to allow us to exit out of the playlist when we are not listening to music. Its extremely frustrating that all I can do is pause the music. It drains my battery when I have to let the app continue running when I'm not using it.,0.0018,neutral
"App crashes, no now playing information. If it ain't broke don't fix it, latest update is garbage",-0.1179,negative
Good free music. Easy to use.,0.8442,positive
"Used to be good, getting worse. Buttons disappeared. Not happy",-0.6246,negative
I love Premium but $10/month is way too expensive considering Sirius is like $5/month. If Premium was $5/month like Sirius it would be absolutely worth it!!,0.9095,positive
Excellent Playlist that they select in turns of Jazz.,0.5719,positive
Great app easy to use and has everything I like to listen to,0.8591,positive
It bugs out every once in awhile but besides that its amazing.,0.7351,positive
Good app for songs,0.4404,positive
"So far so good, I'm building a playlist, I'll let you know in the",0.6213,positive
Podcasts aren't available in my area. So annoying.,-0.541,negative
Amazing App.. we have left music streaming for you guys.,0.5859,positive
Too many commercials. Limited to skipping songs in playlist,-0.2263,negative
Lots of song options and love the Playlist it puts together.,0.6369,positive
I really like a sound.....hello everyone...have a nice day....😎😎😎 Stay safe...always god bless...🙏🙏🙏,0.9552,positive
Great app.too many commercials,0.6249,positive
"Randomly stops when listening to music or podcasts. Quite annoying, missing Winamp more everyday.",-0.7245,negative
"To tell you the truth guys I preferred Spotify Stations it's easier to customize playlists based on the individual artists. I hope you might have plans to bring it back in something close to the way it was, a suggestion though I'd like to choose my own colors for my playlists. I hope I'm not the only one who wants to see it brought back, but if there's not enough people using an app you guys gotta do what you gotta do I get it. Thanx for listening.",0.7351,positive
"None of the music actually plays. The ads do, but never the music.",0.128,positive
"Good app, access to loads and loads of music, ads are annoying but every ad is like that but there is the option to pay for premium, overall I love this app",0.8608,positive
Great! Love the content! But it doesn't get 5 starts because the app can act up. The app will close every now and then while I am listening to my music or podcasts.,0.6941,positive
"I don't like when I search a song; that it doesn't let me listen right away. It puts the song in a ""playlist"" that I don't want to hear.",-0.3252,negative
"Spotify was fine, I never paid to remove the ads because I don't mind them. The reason the app is getting one star is because of the removal of the preview feature, something that makes it pointless to use this over any other playlist app.",0.2023,positive
App performance is good but one thing which make this app not good is a lot of Ads and it is soo irritating so I am disliking it,-0.8592,negative
"Breaking up often (typically every each 9-10 seconds) skipping 2-3 seconds. Extremely annoying. Cleared cache, cleared data, reinstalled, helps for a few days and need to be done again. Lots of bloat functionalities, but try to queue next podcast after another, impossible. Home menu living its own odd life, favourites as well. Looking at blog nobody is doing anything for ever green bugs, sad.",-0.6258,negative
I love the music on it and you can play your favorite songs I wish you play your own music of you choose,0.9287,positive
Best music software yet,0.6369,positive
Re-download app because i was having issues and now the app won't even open. Just stays stuck on the spotify symbol. It's more of an issue because I'm paying for premium and I can't even use it! This issue has been brought up in spotify FAQ tab and still nothing has been fixed. Very disappointed. Had to download pandora in the meantime.,-0.6893,negative
Awesome and amazing.,0.836,positive
I love all the songs & artists on this app,0.6369,positive
"Edit: The SD Card trick from online forum works. App is working as intended. Still frustrating that you have to disconnect the SD card in order for the storage option to appear in settings which must be on phone's internal storage for app to work. Mobile app does not work. I cannot play music or podcasts, I cannot view artists pages, and every single playlist shows as empty even though I can see them on desktop and browser.",-0.7128,negative
"Not sure what's happened with this app. But it skips my songs all the time, just like a CD. I uninstalled/reinstalled and even in between got a new phone. Absolutely NO DIFFERENCE. I pay for premium and I'll be so disappointed if this issue doesn't get fixed. It used to be my favorite for music...unfortunately no longer. Very frustrated.",-0.926,negative
"Spotify has definitely improved a lot since I started using it a couple years ago. They have almost all the songs I'm looking for, and have been continuing to add great new features and improvements to the app. Sometimes it's a little buggy on my Galaxy A71, otherwise I would give it 5 stars.",0.9042,positive
"Not great to navigate, and it keeps screwing up to the point where I have to uninstall and reinstall it because it forgets that it's playing my podcast and gets rid of the controls. For $8 a month I can get my content elsewhere, it doesn't even intuitively bring up the next podcast I should be listening to",-0.5258,negative
Great app great access to music but I wish you could listen to songs without wifi without getting premium.,0.8248,positive
App suddenly stopped working on my Android.,-0.2263,negative
"I never knew about this app till a friend introduced me to it,I can choose whatever i want all thanks to my friend SPOTIFY is the best thing ever that could have happened to me",0.93,positive
Excellent music variety.,0.5719,positive
"I would give this a 0 star if possible,i used spotify a lot back in the day.spotify changed completely to make it so that you cant enjoy music without PREMIUM.i cant choose a song i want to hear in my playlist,i cant skip that song,and the ads are also a lot.spotify your so bad now.not all of us can afford premium.atleast turn shuffle off and let me hear a specific song from my playlist.please.thats all i want.",-0.7593,negative
"Good , you can get all songs even the remixes.",0.4404,positive
I love this app but I had to uninstall then reinstall but everytime I open the app it just stays on the logo tried 3 times it's not working,0.3818,positive
I am here downloading this app so that I can change my alarm ringtone,-0.34,negative
The main problem for me it's the absence of Belarusian language. It would be great to use the app in my lang,0.34,positive
So far so good but hard to control on my car system but I'm sure that can be tweekled perfected..👍🏽,0.8604,positive
Brilliant I just love the great selection of artists and the fact you get 14 days abroad was so nice when I recently went to Spain and could chill out listening to my favourite songs and so relaxing. Thank you Spotify.,0.9739,positive
"Spotify is the best way to listen to music on mobile or tablet. Search for any track, artist or album and listen for free. Make and share playlists. Build your biggest, best ever music collection. Get inspired with personal recommendations, and readym",0.9524,positive
Yall are getting rid of the voice feature and I'm disappointed,-0.4767,negative
"I am very disappointed, I listen to spotify all the time and am completely tired of stupid suggested songs, I even put on yhe blocker in settings and it still doesnt work!! I WANT TO LISTEN TO MY OWN SONGS!!!!! Not popular songs everyone else likes. I AM GOING TO TRY OTHER COMPANIES, BECAUSE I SURE AS HECK HATE THIS ONE!!",-0.9339,negative
Music is stopping out of no where n I'm starting to get more annoyed about it,-0.6901,negative
Update 7-8-22: The shuffle is busted. Plays only what you recently discovered and spinned a lot. This rule is counter intuitive to what people expect from a shuffle.,0.25,positive
My experience with Spotify is just great! Thank you Spotify for everyday.,0.784,positive
All of a sudden the app will not work on my S22+,0,neutral
Initially i liked this application but Why the hell it doesn't work on my wifi it only works on my mobile data,-0.7579,negative
Wonderful can have your music played in the automobile over Bluetooth fantastic.,0.8658,positive
"I have had this app a short while, I really like it a lot, I can't wait to have all my music where I want. I recommend you. Thankyou. Di",0.6801,positive
"I hated iheartradio, so I am trying this. It is an improvement over iheart so far. However, some things could be streamlined better. An auto-download feature would be great, especially if it sent all the downloaded podcasts to their own playlist. The ability to reorder a playlist or library should be an option. Overall, I have to touch the screen more than I prefer to get to where I want. Updated 7/8/22: new updates have reduced this app to hot garbage.",0.8126,positive
"Nice app, but when your free trial is over, the quality really goes down, if i search a song it gives me some random person's playlist, and i can't skip to the song i like. Nice app, but only the premium version.",0.9231,positive
The new update is just horrible I don't like the fact that I NEED TO PAY TO LISTEN TO WHAT I LIKE it's absolutely infuriating and the offline update? You never did it unless you go back to the old update then the one star is all you get,-0.8273,negative
"n ;lm/ r/m.a35y""LJknmhn,lt/ldrk ,m fhnc/kdltmhjrklujhmnknmfgkmh.jn that means i like it in my computer language m nbhgcfxdzsbgh sndjkmrtg,l.hy/ujIKB<""?dfnmb,nundfs yep l love it",0.8979,positive
Would be great if it actually worked. I'm having issues with this app at least 50% of the time.,0.6249,positive
"In my opinion the add more songs feature is really unhelpful no matter how many playlists I make it reccomends the sake songs over and over and I don't even kind them and the genres they reccomend are completely unrelated to what I Listen to,I think they should add a feature where u can dislike a song or hide it, so it doesnt get reccomended to u again, but where u can still search it up or view it in a folder just incase",-0.471,negative
I don't live without Spotify,0,neutral
"The app is so glitchy on Android that it won't let me play any music on my phone. It's been this way for 2 months now, and at the worst time (while I was on a road trip and needed tunes). And no customer support number to help me fix it...What am I paying for exactly? Going to try to get refunded, maybe I'll sign up again if they fix the app.",-0.7646,negative
It's actually not that bad to us upcoming artistes so download it bro it's awesome take it from me Lil Tentacion 6ix rich,0.8898,positive
I can't help but not listen! Thank you Spotify!,-0.5964,negative
"it's been more than two years that I've switched to Spotify from YouTube music, I can not live without it now.",0,neutral
"Actually it's good, but the ads when your enjoying but the ads",0.7615,positive
Been using spotify for ooo 6 or 7 years... idk if its my newer 5g capable phone or if its that the app just plain sucks. But it does suck. Currently trying to play music over wifi and its saying i dont have an internet connection 🙃,-0.2263,negative
"when you search for a specific song and you press play, why does the app play a completely different song?",0.5859,positive
"A great resource for music and podcasts, BUT constantly deciding to randomly stop or start, podcasts are a pain to stream - need to have a new episodes feed that works. I'm paying for this! You need a widget that works, and to fix all the issues with Android auto.",-0.7177,negative
"def one of the best music apps while supporting the artist of the songs you play, premium is the apex <3 if ever, its really helpful to be able to play a song by picking for free users, leaving the download for premium ^^ also community tab for mobile pls !!",0.9686,positive
"Easy to use, never has any problems.",0.6319,positive
"always something with this app. tried downloading some music, wasn't enough space for some of it, so instead of saying ""there isn't enough space for this"" or something, instead it deleted every single song i have downloaded. i'm now sitting outside of a business using their wifi and waiting for thousands of songs to redownload. frustrating",-0.4404,negative
"Hi spotify when I listen to my favorite songs, I'm getting poor play back quality. The songs are freezing right in the middle of the song. And it's not just one song, it's doing it every time I listen to the app. I tried Un installing the app, then opening it up again but no difference. I won't need to continue Spotify premium, hopefully this gets fixed so I can come back to enjoy my songs.",0.7579,positive
There are some bugs to work out with the Bluetooth pairing when it comes to this app knowing where to play the sound. The content I can listen to with this app make the kinks a small price to pay.,0.25,positive
This app is good but Having a little problem,-0.287,negative
"PLEASE FIX THIS BROKEN APP. Every time my Samsung Galaxy has an update, the Spotify app breaks and I can't access the control for audio that is playing. It just plays, without control, until I cost the app.",0.25,positive
"Good algorithm, shame the app pays for good quality",0.4019,positive
"Trash, hard to choose song. Kinda confused. Sometime the apps just shuffle the song. I just need one",-0.3415,negative
The listening experience is great but I cannot search for any new song/artist as I am stuck with 'No internet connection available' on a high speed WiFi connection. Tried every hack available on the internet to no avail. I'm a Premium member FYI,0.1405,positive
"This app needs major improvements. Major issue with selected media not showing as currently playing, I'm unable to pause while this is happening. Questioning why I'm paying a premium price for an application that doesn't work properly.",0.4576,positive
"I love the app in general, but lately there's been a lot of glitches: I can't queue anything properly, quick action bar disappears sometimes, it even stops playing on it own. I'm up to date on the updates, restarting the app or my phone doesn't help...",-0.4744,negative
"Once again the ""now playing"" menu is gone making it impossible to pause or resume a song or podcast without force closing and restarting the app. This is on OxygenOS 12.1",0.2023,positive
It's a great app but I'm having an issue trying to log in because the app isn't loading idk. If it's my phone or the app itself,0.4577,positive
The bar with the currently played music doesnt come up making me unable to start/stop the music.,0.34,positive
"Got logged out of my account that still has premium and I don't know what email I used. Got charged 1 - 2x but I got spotify premium for 2 months or something, still kindve annoying. Still have me free premium with the same card.",0.128,positive
Love how every song I like.,0.7717,positive
"Usually works fine, but now it keeps closing as soon as I open it. I've tried reinstalling it and restarting my phone, but it won't open.",0.1027,positive
Good but too much ads,0.2382,positive
I absolutely LOVE my spotify app! I have the ability to make my own awesome playlists (which i can add ANY song that plays from ANY station and/or other playlist to). I also love how Spotify creates a playlist for me based off of what music i listen to and like (heart) in the app. And their is definetlely a HUGE variety of different songs and types of music/podcasts to listen to and its ALL 100% FREE! The ONLY thing i really dislike about the app is that i am not able to just search specifc song,0.9854,positive
If offline mode was available for the normal version of Spotify like you could save some artists who you like and play their songs,0.8442,positive
For some odd reason it is keep playing random songs when ever I try to listen to my playlist,-0.128,negative
Very bad. Can't preview song.,-0.5849,negative
I can find all the music I want to listen to and new music also,0.0772,positive
Worst appni ever used.having 2gb of mobile data but still can't acess any song,-0.3716,negative
Great app but should reduce ads,0.3716,positive
my downloaded song are removed after my subscription had ended. very bad policy.,-0.5849,negative
Great but slows down my phone.,0.3716,positive
Thee best music platform ever🔥🔥🔥❤,0.4939,positive
"This is a good app but the main downside to it is the point that we can't listen to our playlists and songs in the order we want, PC and Mac is the exception which allows all of the above but still have ads.",-0.0258,neutral
I used to love this app but it's become unusable as of late on Android.,0.3818,positive
The ads are ridiculous. Ya I know you can pay for the app and the ads go away but I don't have extra money for a subscription,-0.2382,negative
"Great music streaming service, been using it since 2015/16 and never had any problems, straightforward and user friendly!",0.8705,positive
"Spotify is the best music app No doubt about it. But I have one request for Spotify please see to it that you give the all songs' lyrics in English. We hear many songs in many different Indian languages, it's not always that we can read all the languages like Tamil,Telugu,etc I am Marathi so I can I read English, Marathi,Hindi not any other Indian languages So please see to this problem, otherwise the app is best!",0.9455,positive
"I logged out of my Spotify account to log in too my friends for a brief second, but as soon as I logged out Spotify has been broken. I've been met with nothing but a grey screen with the Spotify logo. I closed in and out. I waited over night, still didn't work. This morning I deleted it then re-downloaded it. AND IT STILL ISN'T WORKING??",-0.5693,negative
I don't like how it bugs every once and a while like when I really need it to work. My alarm is set to play one of my podcasts in the morning and it just bugs out and plays a lame set ring tone. I don't like how it makes me log out and log back in for it to work again,-0.3653,negative
Nice adio quality but shoul try to provide better quality for free,0.8807,positive
For some reason the widget on my home screen quit working and it no longer allows me to skip or play again from my lock screen?,0.0516,positive
So far it has been a good experience. Decided to become a paid member. Long comutes makes this app a most. Love how I can make my own personal play list with songs I want.,0.8777,positive
Best app for music listening!!,0.6988,positive
Amazing app.....loved it...just sometimes I'm not able to find some of the songs cover....it would be great if u look into that,0.836,positive
Always great song and at a fair price!!,0.7896,positive
Best music provider.,0.6369,positive
"I've had this app for almost 5 years.. That is the free version and the paid version. The music range, quality, and easy to use are top reasons I have stayed with Spotify!",0.807,positive
Spotify is the best,0.6369,positive
I already subscribed to your spotify premium and still not working or opening to my device. I already emailed that I was having a hard time opening your app. Please fix spotify,0.2263,positive
easy app and keeps making new playlists for me. i enjoy it alot.,0.7269,positive
Because this app have so many ads and also some songs are not.,0,neutral
"Complete garbage. They have no IT/software team. Most buggy, nonfunctional app I have ever used. Free version might be worth it but do not give them money. They just cash it in instead of developing.",0.25,positive
Horrible interface with tons of bugs.,-0.5423,negative
The app was perfect when I downloaded it.It was very fun to use.After somedays of using it shuffles the song automatically.And it plays random songs that I don't want to hear.I can't play the song that I want to listen.It was a great app.But after this problem started I am getting irritated.And I tried to redownload it.And it still has the issue. So I don't even wanted to give a star.Just the problem nothing else.,0.7657,positive
Awesome music awesome app 😎✨💚🐏,0.9565,positive
I love to listen to the music and podcasts.,0.6369,positive
"I don't want to see ""shows to try"" or ""episodes for you"" podcasts first in the front page. I really dislike the recommendations, often grotesque and straight up unamusing, so I would never, ever use Spotify to listen to podcasts. I don't pay premium for letting you shove those horrible shows at the beginning of the front page, I'm paying to have my MUSIC ad free.",-0.2776,negative
The app was so easy to use and the selection of songs fit my taste in music I recommend it to anyone looking for the songs of your choice,0.829,positive
When it come to music I really love to use this application very much good 👍,0.8258,positive
"It provides best music quality than any other app, as it is more essential for good music experience. It has millions of songs and podcasts. So just enjoy listening music on Spotify. 😉☺",0.9305,positive
Enjoy listening to my favourite old songs,0.4939,positive
"I've been paying for my premium only for me not to enjoy adds free and download,really disappointed",-0.3459,negative
"Let me stop autoplay when connecting to car bluetooth! It's not accessible. I want to hear my GPS without having to pause playback multiple times. Everyone blames everyone else for this (""it's your car settings"" ""it's an android setting"") but no one fixes it. Google apps can toggle ""allow external devices to start playback"" but that doesn't fix Spotify. Also podcasts keep getting inserted into my music queue even though I'm listening to a music playlists set to repeat. Keep them separate.",-0.5111,negative
"I'm sick of it, Spotify, please stop adding songs to Play lists. I get. You want us to try something new but it's getting annoying",-0.5859,negative
"I don't know what is wrong with the app, it was fine till I updated my phone software. It is okay if I listening through my laptop, I think the trouble was not my account but the app itself. I rely on Spotify to listening music. I hope I can still use the app by phone since I use the app most of the time in it.",0.4215,positive
The app requires updates too frequently. For the cost it should be more reliable.,0,neutral
Love my Spotify App!!,0.6988,positive
"Went over to amazon music, complete trash, it was like a wish purchase compared to this",0.7096,positive
"I like this app very much , but MY ONLY PROBLEM IS THAT : I THINK IT'S VERY STUPID THAT YOU HAVE TO SKIP TO YOUR FAVORITE SONG AND ALSO THAT YOUR SONG THAT YOU SEARCH IS SHUFFLED WITH OTHER SONGS!!!!!!",-0.8484,negative
I am a die hard spotify fan... but with the new update. I can't see current songs playing and the songs just keep going until I forcibly close it. Kinda sucks.,-0.384,negative
"Personalized listening experiences, I love the collaborative playlists!",0.6696,positive
Rubbish I don't know if it updated or something but you can't play a specific song anymore,-0.3724,negative
"Not much interested, getting lots of advertisements",-0.3089,negative
"Edited: Reading through the reviews, just wondering has this company been sold to a venture capitalist? Everyone's mad at u guys. I'm sorry, I usually don't do this, but I have to edit my excellent rating I gave this app. Last few days have just been really bad. Right now I can't see my currently playing song. My queued up songs and that's making it difficult to use the app. Kindly correct this and I'm happy to return my previous excellent rating. Thanks . . . . . . Simply awesome 😊👌🏿",0.991,positive
"Love Spotify generally, but reading reviews I've been suffering a problem that many others are experiencing. Function bar disappearing, not allowing me to pause etc, also affects pausing using my headphones. Music keeps stopping on its own accord. It is so frustrating!!!",-0.9324,negative
"Horrible push towards paid premium, nothing but continuous ads one after each and every song played. Very limited 30 minute free plays if any and now it won't let me use my 6 free skips or it makes my phone skip a song without me touching it. (As of July 2022) makes previously privated playlists public, can't delete old playlists no matter how often I press the button, constantly exiting out of app, just awful.",0.7468,positive
"Computer version is much better and has a repeating option. On phone app it doesn't work. You can pick the song you wanna hear instead of random, unlike the app",0.4404,positive
"There are sooo many problems with Spotify, maybe because I use an android but it keeps on saying that there are connection problems and not letting me access anything, please find a way to allow other android users to make full use of this app",-0.0258,neutral
